EID,Authors,Affiliations,Title,Year,country,qs_rank_2024,repec_rank,Author_Position,university
2-s2.0-85219669413,"Becha, H.","FSEG Sfax - Faculté des Sciences Économiques et de Gestion de Sfax, Sfax, Sfax, Tunisia","Digital financial inclusion, environmental sustainability and regional economic growth in China: insights from a panel threshold model",2025,Tunisia,,,1,FSEG Sfax
2-s2.0-85219669413,"Kalai, M.","Research Laboratory in Competitiveness, Commercial Decisions and Internationalisation (CODECI), Sfax, Tunisia","Digital financial inclusion, environmental sustainability and regional economic growth in China: insights from a panel threshold model",2025,Tunisia,,,2,"CODECI, Sfax, Tunisia -> University of Sfax or NA (if university is not explicitly mentioned)"
2-s2.0-85218881746,"Song, X.","School of Business, Beijing Language and Culture University, Beijing, China","Financial inclusion, technologies, and worldwide economic development: A spatial Durbin model approach",2025,China,,,1,Beijing Language and Culture University
2-s2.0-85218881746,"Qin, X.","Sustainable Real Estate Research Center, Hong Kong Shue Yan University, Hong Kong, China","Financial inclusion, technologies, and worldwide economic development: A spatial Durbin model approach",2025,China,,,2,Hong Kong Shue Yan University
2-s2.0-85217094451,"Redmond, J.","Edith Cowan University, Perth, WA, Australia",Exploring Self-Employed and Salaried Worker Retirement Plans,2025,Australia,529,,1,Edith Cowan University
2-s2.0-85212430336,"Radianto, W.E.D.","School of Business and Management, Universitas Ciputra, Surabaya, East Java, Indonesia",The role of mental accounting and financial attitudes in shaping financial behavior among entrepreneurial students using fintech,2025,Indonesia,=237,,1,Universitas Ciputra
2-s2.0-85212430336,"Purwanugraha, H.A.","Department of Accounting, Universitas Atmajaya Yogyakarta, Yogyakarta, Indonesia",The role of mental accounting and financial attitudes in shaping financial behavior among entrepreneurial students using fintech,2025,Indonesia,=237,,2,Universitas Atmajaya
2-s2.0-85212430336,"Kristanto, H.","Universitas Kristen Duta Wacana, Yogyakarta, Yogyakarta, Indonesia",The role of mental accounting and financial attitudes in shaping financial behavior among entrepreneurial students using fintech,2025,Indonesia,=237,,3,Universitas Kristen Duta Wacana
2-s2.0-85212430336,"Efrata, T.C.","Department Research & Community Development, Universitas Ciputra, Surabaya, East Java, Indonesia",The role of mental accounting and financial attitudes in shaping financial behavior among entrepreneurial students using fintech,2025,Indonesia,=237,,4,Universitas Ciputra
2-s2.0-105022271749,"Martinez-Blasco, M.","IQS School of Management, Barcelona, Barcelona, Spain",Mapping innovation tools and financial inclusion: a bibliometric analysis,2025,Spain,,,1,IQS
2-s2.0-105022265722,"Paraboni, A.L.","Postgraduate Program in Administration, Universidade Federal de Santa Catarina, Florianopolis, SC, Brazil",Financial citizenship beyond borders: Validation of a model between Brazil and France,2025,Brazil,801-850,,1,Universidade Federal de Santa Catarina
2-s2.0-105022265722,"Potrich, A.C.G.","Postgraduate Program in Management of Public Organizations, Universidade Federal de Santa Maria, Santa Maria, RS, Brazil",Financial citizenship beyond borders: Validation of a model between Brazil and France,2025,Brazil,1201-1400,,2,Universidade Federal de Santa Maria
2-s2.0-105022202201,"Adekunle, I.A.","Department of Economics, University of South Africa, Pretoria, Gauteng, South Africa","Knowledge, attitude or risk? What drives the financial literacy gaps of university staff?",2025,South Africa,=323,398,1,University of South Africa
2-s2.0-105022202201,"Williams, T.O.","Department of Banking and Finance, Olabisi Onabanjo University, Ago-Iwoye, Ogun, Nigeria","Knowledge, attitude or risk? What drives the financial literacy gaps of university staff?",2025,Nigeria,,,2,Olabisi Onabanjo University
2-s2.0-105022202201,"Maialeh, R.","Research Institute for Labour and Social Affairs, Prague, Czech Republic","Knowledge, attitude or risk? What drives the financial literacy gaps of university staff?",2025,Czech Republic,,,3,Czech University of Economics in Prague (assuming the research institute is affiliated with this university) or NA (if no specific university affiliation mentioned)
2-s2.0-105022202201,"Adegbenro, M.A.","Department of Economics, Olabisi Onabanjo University, Ago-Iwoye, Ogun, Nigeria","Knowledge, attitude or risk? What drives the financial literacy gaps of university staff?",2025,Nigeria,,,4,Olabisi Onabanjo University
2-s2.0-105022183483,"Agasisti, T.","Economics and Industrial Engineering, Politecnico di Milano, Milan, MI, Italy",Financial literacy calls the roll — The effectiveness of a financial education program in Italian schools,2025,Italy,123,,1,Politecnico di Milano
2-s2.0-105022183483,"D'Ignazio, A.","Directorate General for Consumer Protection and Financial Education, Banca d'Italia, Rome, Italy",Financial literacy calls the roll — The effectiveness of a financial education program in Italian schools,2025,Italy,,,2,Banca d'Italia
2-s2.0-105022183483,"Iannotta, G.","DG for Economics and Statistics, Banca d'Italia, Rome, Italy",Financial literacy calls the roll — The effectiveness of a financial education program in Italian schools,2025,Italy,,,3,Banca d'Italia
2-s2.0-105022176425,"Yurtkur, A.K.","Department of Economics, Zonguldak Bulent Ecevit University, Zonguldak, Zonguldak, Turkey",The impact of financial literacy on financial development: A cross-country analysis,2025,Turkey,=431,,1,Zonguldak Bulent Ecevit University
2-s2.0-105022176425,"Kilic, Y.","Department of Insurance, Akdeniz Üniversitesi, Antalya, Turkey",The impact of financial literacy on financial development: A cross-country analysis,2025,Turkey,1401+,,2,Akdeniz Üniversitesi
2-s2.0-105022176425,"Bugan, M.F.","Department of Public Finance, Gaziantep Üniversitesi, Gaziantep, Gaziantep, Turkey",The impact of financial literacy on financial development: A cross-country analysis,2025,Turkey,1001-1200,,3,Gaziantep Üniversitesi
2-s2.0-105022176425,"Dibooǧlu, S.","School of Business, Missouri Western State University, Saint Joseph, MO, United States",The impact of financial literacy on financial development: A cross-country analysis,2025,United States,=400,,4,Missouri Western State University
2-s2.0-105022176425,"Çevik, E.I.","Department of Economics, Tekirdağ Namık Kemal Üniversitesi, Tekirdag, Tekirdag, Turkey",The impact of financial literacy on financial development: A cross-country analysis,2025,Turkey,1001-1200,,5,Tekirdağ Namık Kemal Üniversitesi
2-s2.0-105021853671,"Potts, N.","Morningstar, Sydney, NSW, Australia","Domain-Specific Predictors of Financial Risk Taking: Revisiting the Role of Knowledge, Experience, and Financial Risk Tolerance",2025,Australia,,,1,NA
2-s2.0-105021853671,"Grable, J.","Department of Financial Planning, University of Georgia, Athens, GA, United States","Domain-Specific Predictors of Financial Risk Taking: Revisiting the Role of Knowledge, Experience, and Financial Risk Tolerance",2025,United States,=514,,2,University of Georgia
2-s2.0-105021853671,"Murphy, R.O.","Morningstar, Inc., Chicago, IL, United States","Domain-Specific Predictors of Financial Risk Taking: Revisiting the Role of Knowledge, Experience, and Financial Risk Tolerance",2025,United States,,,3,NA
2-s2.0-105021802749,"Fu, J.","School of Economics and Management, Jiangxi Normal University, Nanchang, Jiangxi, China","Shadow economy, financial inclusion and economic growth Nexus: evidence from developing countries",2025,China,,,1,Jiangxi Normal University
2-s2.0-105021802749,"Ahmad, W.","International Islamic University, Islamabad, Islamabad, Pakistan","Shadow economy, financial inclusion and economic growth Nexus: evidence from developing countries",2025,Pakistan,1201-1400,,2,International Islamic University
2-s2.0-105021802749,"Hussain, B.","Università degli Studi di Catania, Catania, CT, Italy","Shadow economy, financial inclusion and economic growth Nexus: evidence from developing countries",2025,Italy,851-900,Top 9%,3,Università degli Studi di Catania
2-s2.0-105021802749,"Khalid, M.W.","Leibniz-Zentrum für Agrarlandschaftsforschung (ZALF) e. V., Muncheberg, Brandenburg, Germany","Shadow economy, financial inclusion and economic growth Nexus: evidence from developing countries",2025,Germany,,,4,ZALF
2-s2.0-105021802749,"Lambarraa-Lehnhardt, F.","Emerson University Multan, Multan, Punjab, Pakistan","Shadow economy, financial inclusion and economic growth Nexus: evidence from developing countries",2025,Pakistan,741-750,,5,Emerson University
2-s2.0-105021460616,"Khiatani, P.V.","Department of Applied Social Sciences, The Hong Kong Polytechnic University, Hong Kong, Hong Kong, Hong Kong",Do people with problem and non-problem gambling differ on financial literacy? A mixed methods study in Hong Kong,2025,Hong Kong,,,1,The Hong Kong Polytechnic University
2-s2.0-105021436963,"Gupta, J.","Department of Computer Science and Engineering, Sharda University, Greater Noida, UP, India",Large Language Models Acing Chartered Accountancy,2025,India,427,,2,Sharda University
2-s2.0-105021098761,"Wang, X.","Center for Economic Research, Shandong University, Jinan, Shandong, China",Kinship networks and risky financial asset investment: The power of Confucian clan,2025,China,,,1,Shandong University
2-s2.0-105021098761,"Wang, C.","School of Business Administration, Shandong University of Finance and Economics, Jinan, Shandong, China",Kinship networks and risky financial asset investment: The power of Confucian clan,2025,China,,,2,Shandong University of Finance and Economics
2-s2.0-105020984229,"Balliester Reis, T.","Department of Economics, SOAS University of London, London, United Kingdom",Are low-income workers financially irresponsible? Analysing financial literacy and over-indebtedness in Nairobi,2025,United Kingdom,=511,33,1,SOAS University of London
2-s2.0-105020955344,"Urooj, S.","Huazhong University of Science and Technology, Wuhan, Hubei, China",Exploring the impact of digital financial capability and financial compliance on sustainable entrepreneurship across nations,2025,China,275,,1,Huazhong University of Science and Technology
2-s2.0-105020955344,"Luo, G.","Department of Management Sciences, Lahore Garrison University, Lahore, Punjab, Pakistan",Exploring the impact of digital financial capability and financial compliance on sustainable entrepreneurship across nations,2025,Pakistan,741-750,,2,Lahore Garrison University
2-s2.0-105020955344,"Ullah, A.","Huazhong University of Science and Technology, Wuhan, Hubei, China",Exploring the impact of digital financial capability and financial compliance on sustainable entrepreneurship across nations,2025,China,275,,3,Huazhong University of Science and Technology
2-s2.0-105020871393,"Isaga, N.","Department of Accounting and Finance, Mzumbe University, Dar Es Salaam, Tanzania",The roles of finance opinion and income source in the link between financial literacy and student financial behaviour in Tanzania,2025,Tanzania,,,1,Mzumbe University
2-s2.0-105020650564,"Sinha, G.R.","University of Georgia, Athens, GA, United States","Thinking about finances, financial anxiety, and student loan repayment behaviors",2025,United States,=514,,1,University of Georgia
2-s2.0-105020650564,"Bauer, B.W.","Franklin College of Arts and Sciences, Athens, GA, United States","Thinking about finances, financial anxiety, and student loan repayment behaviors",2025,United States,,,2,Franklin College of Arts and Sciences
2-s2.0-105020650564,"Sun, S.","Department of Social Welfare, University of California, Los Angeles, Los Angeles, CA, United States","Thinking about finances, financial anxiety, and student loan repayment behaviors",2025,United States,1401+,,3,"University of California, Los Angeles"
2-s2.0-105019756480,"Bhatia, M.S.","Shiv Nadar Institution of Eminence deemed to be University, Greater Noida, UP, India",AI-enhanced bilingual banking assistant,2025,India,=407,,1,Shiv Nadar University
2-s2.0-105019499608,"Aziz, S.","Institute of Management Sciences, University of Science and Technology Bannu, Bannu, Pakistan","The nexus of financial socialization, financial literacy, financial capability and financial well-being: women’s perspective with structural equation modeling approach",2025,Pakistan,367,,1,University of Science and Technology Bannu
2-s2.0-105019499608,"Khan, I.U.","Department of Accounting, King Faisal University, Al-Ahsa, Ash Sharqiyah, Saudi Arabia","The nexus of financial socialization, financial literacy, financial capability and financial well-being: women’s perspective with structural equation modeling approach",2025,Saudi Arabia,851-900,,2,King Faisal University
2-s2.0-105019334865,"de Beckker, K.","Department of Accounting and Finance, Open Universiteit, Heerlen, Limburg, Netherlands",The long-term impact of financial literacy on wealth: Evidence from longitudinal data,2025,Netherlands,,,1,Open Universiteit
