EID,Authors,Affiliations,Title,Year,country,affil_norm,country_norm,qs_rank_2024
2-s2.0-105014872440,"Udam, N.G.","Harvard T.H. Chan School of Public Health, Boston, MA, United States","Prevalence, patterns, correlates, and academic implications of sports betting and problem gambling among Nigerian undergraduates",2025,United States,harvard th chan boston ma united states,united states,
2-s2.0-105014542015,"Vu, H.T.","Department of Management, Griffith Business School, Brisbane, QLD, Australia",The role of grit in idea planning for accounting education: A multi-context study,2025,Australia,griffith business brisbane qld australia,australia,
2-s2.0-105013645406,"Neilands, T.B.","Invest in Knowledge, Zomba, Malawi",The effect of an economic empowerment and relationship strengthening intervention on food insecurity among couples living with HIV in Malawi,2025,Malawi,invest in knowledge zomba malawi,malawi,
2-s2.0-105012935932,"Amenah, M.A.","Faculty of Public Health, Ghana College of Physicians and Surgeons, Accra, Dodowa, Ghana",Financial inclusion and energy poverty in Ghana: evidence from the informal sector,2025,Ghana,ghana college of physicians and surgeons accra dodowa ghana,ghana,
2-s2.0-105012754931,"Liu, S.","School of Economics and Management, Xi'an Shiyou University, Xi'an, Shaanxi, China","Internet usage, farmer entrepreneurship, and common prosperity: evidence from a large micro-data in China",2025,China,xi'an shiyou university xi'an shaanxi china,china,
2-s2.0-105012754931,"Zhang, Y.","School of Economics, Ocean University of China, Qingdao, Shandong, China","Internet usage, farmer entrepreneurship, and common prosperity: evidence from a large micro-data in China",2025,China,ocean university of china qingdao shandong china,china,
2-s2.0-105011296005,"Alshami, A.","Arab Planning Institute, Safat, Kuwait",Investigating the causes of financial default among SMEs in Kuwait with evidence from the national fund for enterprise development,2025,Kuwait,arab planning safat kuwait,kuwait,
2-s2.0-105011265382,"Triana, D.","Department of Accounting, Politeknik Negeri Ujung Pandang, Makassar, Indonesia",Financial technology (Fintech) innovation and financial inclusion: comparative study of urban and rural consumers post-Covid-19 pandemic,2025,Indonesia,politeknik negeri ujung pandang makassar indonesia,indonesia,
2-s2.0-105011265382,"Wahyuni, A.S.","Faculty of Economics and Business Administration Research Centre, Szegedi Tudományegyetem (SZTE), Szeged, Hungary",Financial technology (Fintech) innovation and financial inclusion: comparative study of urban and rural consumers post-Covid-19 pandemic,2025,Hungary,szegedi tudományegyetem (szte) szeged hungary,hungary,
2-s2.0-105011184377,"Kumar, R.","Sri Aurobindo College of Commerce and Management, Ludhiana, PB, India",The impact of behavioral biases on financial satisfaction: the mediating role of investment decisions,2025,India,sri aurobindo college of commerce and management ludhiana pb india,india,
2-s2.0-105009552166,"Huang, R.","School of Finance, Southwestern University of Finance and Economics, Chengdu, Sichuan, China",The impact of digital education on household allocation of risky financial assets in China,2025,China,southwestern university of finance and economics chengdu sichuan china,china,
2-s2.0-105009552166,"Shuai, Q.","School of Business Administration, Southwestern University of Finance and Economics, Chengdu, Sichuan, China",The impact of digital education on household allocation of risky financial assets in China,2025,China,southwestern university of finance and economics chengdu sichuan china,china,
2-s2.0-105009552166,"Zhang, Y.","Department of Management Science and Engineering, Southwestern University of Finance and Economics, Chengdu, Sichuan, China",The impact of digital education on household allocation of risky financial assets in China,2025,China,southwestern university of finance and economics chengdu sichuan china,china,
2-s2.0-105009552166,"Chen, Y.","School of Economics, Yunnan University of Finance and Economics, Kunming, Yunnan, China",The impact of digital education on household allocation of risky financial assets in China,2025,China,yunnan university of finance and economics kunming yunnan china,china,
2-s2.0-105009552166,"Zhang, Q.","Postdoctoral Research Station, China Export & Credit Insurance Corporation, Beijing, Beijing, China",The impact of digital education on household allocation of risky financial assets in China,2025,China,postdoctoral research station china export and credit insurance corporation beijing beijing china,china,
2-s2.0-105006675892,"Sam-Abugu, C.","Department of Accounting, Bristol Business School, Bristol, United Kingdom",The combined role of FinTech innovation and financial literacy in sustainable financial inclusion in Nigeria,2025,United Kingdom,bristol business bristol united kingdom,united kingdom,
2-s2.0-105006607481,"Tiron-Tudor, A.","Universitatea Babeș-Bolyai, Cluj Napoca, Cluj, Romania","The role of the accountancy professionals in detecting and preventing fraud, in a digital landscape: a systematic literature review",2025,Romania,universityea babeș bolyai cluj napoca cluj romania,romania,
2-s2.0-105005003252,"Chen, W.","School of Software Engineering, Xiamen University of Technology, Xiamen, Fujian, China",Leveraging large language model as news sentiment predictor in stock markets: a knowledge-enhanced strategy,2025,China,xiamen university of technology xiamen fujian china,china,
2-s2.0-105005003252,"Liu, W.","School of Computer and Information Engineering, Xiamen University of Technology, Xiamen, Fujian, China",Leveraging large language model as news sentiment predictor in stock markets: a knowledge-enhanced strategy,2025,China,xiamen university of technology xiamen fujian china,china,
2-s2.0-105004031024,"Barrows, J.","Nursing Research and Innovation, CHOC Children‘s UC Irvine School of Medicine, Orange, CA, United States",Financial education intervention to promote financial well-being in low income mothers,2025,United States,nursing research and innovation choc children‘s uc irvine orange ca united states,united states,
2-s2.0-105004031024,"Hayakawa, J.","Nursing Research and Innovation, CHOC Children‘s UC Irvine School of Medicine, Orange, CA, United States",Financial education intervention to promote financial well-being in low income mothers,2025,United States,nursing research and innovation choc children‘s uc irvine orange ca united states,united states,
2-s2.0-105004031024,"Lubahn, M.","CHOC Children‘s UC Irvine School of Medicine, Orange, CA, United States",Financial education intervention to promote financial well-being in low income mothers,2025,United States,choc children‘s uc irvine orange ca united states,united states,
2-s2.0-105003005006,"Li, S.","School of Medicine, The First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang, China","Household catastrophic health expenditure and depressive mood among Chinese adults, children, and adolescents: a population-based panel study",2025,China,the first affiliated hospital zhejiang university hangzhou zhejiang china,china,
2-s2.0-105003005006,"Fang, K.","Department of Infectious Diseases, Zhejiang University School of Medicine, Hangzhou, Zhejiang, China","Household catastrophic health expenditure and depressive mood among Chinese adults, children, and adolescents: a population-based panel study",2025,China,zhejiang university hangzhou zhejiang china,china,
2-s2.0-105001478000,"Ismail, H.A.","Nursing Administration Department, Faculty of Nursing, Helwan, Cairo, Egypt",Empowering nurse leaders: leveraging financial management practices to foster sustainable healthcare – a mixed-methods study,2025,Egypt,nursing administration  helwan cairo egypt,egypt,
2-s2.0-105001478000,"Kotp, M.H.","College of Nursing, Cairo, Cairo, Egypt",Empowering nurse leaders: leveraging financial management practices to foster sustainable healthcare – a mixed-methods study,2025,Egypt,college of nursing cairo cairo egypt,egypt,
2-s2.0-105001478000,"Hendy, A.","Department of Computational Mathematics and Computer Science, Institute of Natural Sciences and Mathematics, Yekaterinburg, Sverdlovskaya, Russian Federation",Empowering nurse leaders: leveraging financial management practices to foster sustainable healthcare – a mixed-methods study,2025,Russian Federation,yekaterinburg sverdlovskaya russian federation,russian federation,
2-s2.0-85210450761,"Ahmad, A.","Faculty of Management, Faculty of Management, Law and Social Sciences, Bradford, West Yorkshire, United Kingdom",Robo-Advisor Can Play a Role in Promoting Financial Knowledge Within Society,2025,United Kingdom,law and social sciences bradford west yorkshire united kingdom,united kingdom,
2-s2.0-85127366539,"Mahapatra, M.S.","Institute of Public Enterprise, Hyderabad, TS, India",Influence of Financial Parenting and Financial Coping Behaviour on Well-Being of Young Adults: A Study in India,2025,India,hyderabad ts india,india,
2-s2.0-105022187962,"L’Esperance, M.","Department of Consumer Sciences, Tuscaloosa, AL, United States",High School Personal Finance Course Mandates and Financial Independence of Young Adults,2025,United States,tuscaloosa al united states,united states,
2-s2.0-105022167217,"Yu, T.","Department of Finance, Carl H. Lindner College of Business, Cincinnati, OH, United States",Applying Generative Artificial Intelligence in Financial Literacy Research: A Demonstration,2025,United States,carl h lindner college of business cincinnati oh united states,united states,
2-s2.0-105022164414,"Pokhrel, L.","Spears School of Business at Oklahoma State University, Stillwater, OK, United States",Digital Financial Literacy and Digital Financial Behavior: Evidence From an Emerging Economy,2025,United States,spears stillwater ok united states,united states,
2-s2.0-105021987485,"Petraj, A.","Faculty of Professional Studies, Aleksander Moisiu University Durres, Durres, Durrës, Albania",Digital Transformation and Financial Education in Albania: Toward a Smarter Fiscal System,2025,Albania,aleksander moisiu university durres durres durrës albania,albania,
2-s2.0-105021987485,"Petraj, I.","Faculty of Political Sciences and Law, Aleksander Moisiu University Durres, Durres, Durrës, Albania",Digital Transformation and Financial Education in Albania: Toward a Smarter Fiscal System,2025,Albania,aleksander moisiu university durres durres durrës albania,albania,
2-s2.0-105021504832,"Singh, A.","Department of Higher Education, Govt. College Thachi (Mandi), Shimla, India",Mapping the Linkage Between Financial Literacy and Financial Inclusion: Evaluating the Mediating Effect of Online Banking and the Moderating Effect of Income,2025,India,govt college thachi (mandi) shimla india,india,
2-s2.0-105021200450,"Kiyingi, J.","International Center for Child Health and Development, Masaka, Uganda",A cluster-randomized controlled trial of a combination HIV risk reduction and economic empowerment intervention for women engaged in sex work in Uganda,2025,Uganda,international masaka uganda,uganda,
2-s2.0-105021200450,"Yang, L.S.","School of Public Health, Boston, MA, United States",A cluster-randomized controlled trial of a combination HIV risk reduction and economic empowerment intervention for women engaged in sex work in Uganda,2025,United States,boston ma united states,united states,
